Item,Date,Ada,Adams,Bannock,Bear Lake,Benewah,Bingham,Blaine,Boise,Bonner,Bonneville,Boundary,Butte,Camas,Canyon,Caribou,Cassia,Clark,Clearwater,Custer,Elmore,Franklin,Fremont,Gem,Gooding,Idaho,Jefferson,Jerome,Kootenai,Latah,Lemhi,Lewis,Lincoln,Madison,Minidoka,Nez Perce,Oneida,Owyhee,Payette,Power,Shoshone,Teton,Twin Falls,Valley,Washington,year
Climate,1/1/2003,-4.378228733,-3.57712375,-3.264676405,-2.966398977,-1.657152026,-2.912134024,-3.207908371,-3.504082546,-1.710837311,-2.960507697,-1.970731528,-2.88486083,-3.208608318,-4.367199452,-3.20766789,-4.189002629,-2.821567931,-2.201325317,-2.84053805,-3.707517606,-2.753207596,-2.84123607,-3.832803292,-3.926372818,-2.42082971,-2.516264877,-3.963215666,-1.571380493,-1.86450872,-2.238819767,-2.170239346,-3.346253837,-2.887824931,-3.48849299,-2.224357215,-3.243265062,-4.291500128,-3.881572974,-3.588409344,-2.137798533,-3.072149845,-4.390525661,-3.266676462,-3.54517554,2003
Climate,2/1/2003,-4.454344632,-3.155183866,-3.371032708,-2.869888575,-1.49228022,-2.987311121,-3.317514832,-3.396447998,-2.170501188,-2.957254642,-2.438566933,-2.67093736,-3.281648354,-4.325816334,-3.243903449,-4.27779939,-2.283192096,-1.545498176,-2.549173013,-3.784547951,-2.775903017,-2.396527401,-3.790018369,-4.075120629,-1.658833925,-2.388342068,-4.055171013,-1.712922495,-1.466950204,-1.388897503,-1.684083308,-3.477441389,-2.968032122,-3.557960122,-1.863575293,-3.356199151,-4.302694431,-3.834466941,-3.704334404,-2.054906845,-2.966506099,-4.524896336,-2.870088855,-3.260245451,2003
Climate,3/1/2003,-4.440201171,-2.341243292,-3.603366555,-2.80755493,1.232314611,-3.239146247,-3.428306011,-2.97994342,-0.961267754,-2.803149266,-1.063844244,-2.739136306,-3.092679636,-4.310059311,-3.113419741,-4.771709786,-2.115178679,1.597346676,-2.173681937,-3.745708807,-2.952466046,-2.113198602,-3.350363614,-4.34745139,0.956655872,-2.686808679,-4.526898861,-0.178575818,1.654909719,-0.264996346,1.564332448,-3.835820475,-2.891438946,-4.091422187,0.814896709,-3.6725627,-4.623966584,-3.316976647,-4.197137899,-0.195375873,-2.542808795,-5.171671753,-1.786824335,-2.71722463,2003
Climate,4/1/2003,-4.100200396,-1.42306533,-3.461498941,-3.10190548,1.53190988,-3.01120673,-2.402915598,-2.146989768,-0.042163332,-2.635777065,-0.069703243,-1.693484174,-2.067717115,-3.899201273,-3.121529072,-3.988475516,-0.935991111,1.906412457,-0.749333465,-3.077978477,-3.269785477,-1.291188676,-2.714141342,-3.702640161,1.962136821,-2.438001116,-3.717992086,0.329008669,1.861648036,1.751072481,1.96273211,-3.124303195,-2.287372668,-3.170320614,2.05625022,-3.56320387,-4.03346268,-2.621087196,-3.826853935,0.225782418,-2.215258925,-4.349693268,-0.64274029,-1.660545179,2003
Climate,5/1/2003,-3.362290809,1.66293906,-3.479669138,-3.043637393,1.663849234,-3.12550789,-2.023891769,-1.232088212,0.55370178,-2.706564696,0.303913697,-1.740187113,-1.35496349,-2.913195617,-3.051431474,-3.75378388,-1.110245393,1.944295036,-0.373524604,-2.368292572,-3.180870647,-1.324200464,-1.511440079,-3.18992749,2.278141963,-2.838613428,-3.353590405,1.208133324,1.942800385,1.402299471,1.979217529,-2.815841105,-2.413471802,-3.008890634,2.190106212,-3.512031119,-3.304368534,-1.435926027,-3.772705846,0.876028237,-2.166497492,-3.943996557,0.590316358,1.800466437,2003
Climate,6/1/2003,-3.839812186,1.590089439,-3.942864042,-3.277321476,0.70271209,-3.789277706,-2.764989875,-1.270820413,-0.01743029,-3.297245128,-0.051702991,-2.745737685,-1.962650314,-3.369970904,-3.493663568,-4.439489054,-2.197273285,1.002149261,-1.627781154,-2.781358025,-3.464646045,-1.945474746,-1.320359246,-3.784382153,1.280623815,-3.653087056,-3.984597103,-0.167042547,1.0852667,-0.806508187,0.999361768,-3.463752409,-3.030853103,-3.737110838,1.322455161,-3.945872089,-3.971710785,-1.880870556,-4.343978212,-0.195849775,-2.63431259,-4.596845777,0.066101282,1.523346686,2003
Climate,7/1/2003,-3.590586417,0.870246332,-4.193468178,-3.614781959,-1.710568636,-4.084892443,-3.135878927,-1.621844664,-1.594779239,-3.792597453,-1.698028797,-3.325196151,-2.336426408,-3.053129132,-3.906300345,-4.694496302,-2.868492047,-1.650154674,-2.491972458,-2.875515398,-3.709002824,-2.638689078,-1.27957481,-3.770943163,-1.021538232,-4.07835738,-3.985976578,-1.551822986,-1.5500247,-2.289832287,-1.676846629,-3.542577044,-3.522857512,-3.900282762,-0.614479112,-4.156504763,-3.698878606,-1.675801808,-4.552864147,-1.807905307,-3.33325615,-4.625550328,-1.27613021,1.288246985,2003
Climate,8/1/2003,-3.310573243,0.507647217,-3.832491387,-3.221891144,-2.110815069,-3.780674027,-2.888752071,-1.55709514,-2.121136499,-3.549598506,-2.309325611,-3.225857873,-2.143336363,-2.887799668,-3.602100229,-4.154812273,-3.046993935,-2.121430313,-2.430421923,-2.617937279,-3.327279,-2.780892787,-1.234887409,-3.391228658,-1.683207646,-4.004159413,-3.581671245,-2.004566066,-1.942772781,-2.45492246,-2.006323944,-3.204128044,-3.47150191,-3.537339059,-1.325114366,-3.722201302,-3.201080683,-1.617528865,-4.108744339,-2.251166729,-3.257343634,-3.943162031,-1.445230983,1.071159709,2003
Climate,9/1/2003,-3.659884109,-0.711891098,-3.980348989,-3.483423217,-2.130297,-3.986755833,-3.286178743,-2.089548123,-2.058165039,-3.665054614,-2.254786719,-3.646536293,-2.605134983,-3.29408602,-3.744842925,-4.385603856,-3.563624458,-2.275287191,-2.998873919,-2.977893159,-3.540085448,-3.139615202,-1.915938259,-3.66629188,-2.162606463,-4.269260523,-3.855543503,-1.982888761,-1.960522621,-3.115897644,-2.115941204,-3.487261549,-3.680527667,-3.815063663,-1.602134071,-3.882724313,-3.504073435,-2.07219232,-4.287859332,-2.277995451,-3.350990899,-4.189651824,-2.026744499,-0.000639197,2003
Climate,10/1/2003,-4.240131998,-2.00325316,-4.44257158,-3.879806666,-2.432041933,-4.417863899,-3.782989225,-2.89068134,-1.902450021,-4.071789029,-2.017289212,-3.964776434,-3.192953188,-3.976720217,-4.181773836,-4.838152313,-3.892239227,-2.609065209,-3.546061298,-3.572980622,-4.001179378,-3.478231943,-2.888658111,-4.168187019,-2.666463086,-4.534191292,-4.382421025,-2.059649104,-2.38667311,-3.52135756,-2.615102796,-3.947292403,-4.06236816,-4.287045302,-2.187956016,-4.328049206,-4.1003377,-2.85848331,-4.746568354,-2.391506726,-3.686147159,-4.708029526,-2.785979564,-1.758102282,2003
Climate,11/1/2003,-4.185242887,-2.34734539,-3.79608386,-3.398327727,-2.38605012,-3.821585667,-3.760649427,-3.138156221,-1.912119032,-3.646311455,-2.134584332,-3.765661371,-3.38938007,-3.939480049,-3.785213232,-4.110893349,-3.710290158,-2.450636281,-3.816793066,-3.727131689,-3.340963279,-3.298766419,-3.000944737,-4.199011747,-2.610075715,-4.018068611,-4.034185006,-1.97746194,-2.286453309,-3.552234877,-2.384303942,-3.713465881,-3.640749551,-3.782498135,-2.060809169,-3.547941826,-3.917834531,-2.945435083,-3.985840973,-2.446346746,-3.365547057,-4.313394528,-3.162033678,-1.945838307,2003
Climate,12/1/2003,-3.782330376,-2.028976237,-2.602146996,-2.435845175,-2.188678257,-2.745391336,-3.062664245,-2.637179324,-1.969065186,-2.713655817,-2.27145364,-2.983925299,-2.762935217,-3.565613163,-2.682288121,-3.321162739,-2.87784864,-2.231615979,-3.300727427,-3.211484713,-2.190027505,-2.51382207,-2.605452956,-3.744351377,-2.321212273,-3.108964847,-3.445885719,-1.850549988,-1.982084029,-3.047678337,-2.010965176,-2.990376513,-2.80452546,-2.995748066,-1.715135941,-2.317378024,-3.389059463,-2.605406065,-2.873866086,-2.278633457,-2.719666546,-3.778778115,-2.8669317,-1.61072365,2003
Climate,1/1/2004,-3.397253288,-1.806965191,-2.332396563,-2.232612668,-1.715641867,-2.227551086,-2.584668704,-2.374280441,-1.766360106,-2.283996683,-2.083660815,-2.493615889,-2.297452823,-3.174555894,-2.337815009,-3.213736845,-2.452855867,-1.721469506,-2.780066704,-2.979551493,-1.917725472,-2.015172587,-2.342407291,-3.60781922,-2.016286619,-2.608471778,-3.323605812,-1.591299938,-1.43122895,-2.717499683,-1.510271952,-2.737712423,-2.342179909,-2.770130573,-1.105872705,-2.114289656,-3.053114171,-2.290783542,-2.678695416,-1.69572958,-2.317619277,-3.737777164,-2.596367897,-1.05790997,2004
Climate,2/1/2004,-2.383328711,-0.908614019,-0.991431195,-1.346406398,-1.53352497,-1.059018144,-1.412389816,-1.357288775,-2.016721428,-1.473648745,-2.441954341,-1.378415561,-1.321022965,-2.268447208,-1.30156514,-1.883492832,-1.714215745,-1.617975468,-1.959048511,-1.860378652,-0.616248644,-1.574727812,-1.077069612,-2.218961411,-1.713183802,-1.804750819,-1.711978623,-1.501326455,-1.227988773,-2.100142972,-1.215302011,-1.340210468,-1.732876007,-1.269625513,-0.950407073,-0.787069274,-2.064568488,-1.275839239,-1.240694754,-1.771087086,-1.918137243,-2.523926641,-1.910829684,0.519346677,2004
Climate,3/1/2004,-2.87135594,-2.012079969,-2.025780415,-1.923442277,-2.436870519,-2.045758657,-2.461716463,-2.348912539,-2.809546045,-2.223203663,-3.166659251,-2.460418232,-2.415581885,-2.681622583,-1.968969334,-2.748559577,-2.439847197,-2.604575565,-2.655097717,-2.62116022,-1.750019601,-2.359231862,-2.141099127,-3.10352697,-2.607296198,-2.697734527,-2.775942743,-2.33608061,-2.142664022,-2.86583857,-2.141454524,-2.694968716,-2.577071717,-2.448872968,-1.904064216,-1.925636078,-3.150221969,-2.012937886,-2.275599057,-2.756001704,-2.54191113,-3.373296189,-2.65490932,-1.319390503,2004
Climate,4/1/2004,-3.249976076,-2.378041641,-2.380632416,-2.00599072,-2.580710007,-2.766435101,-3.031538499,-2.682504346,-2.743840875,-2.54530112,-3.085382495,-3.292781172,-2.884368891,-3.216284198,-2.067259884,-3.021987857,-2.923397657,-2.799936115,-3.002253803,-2.961713682,-2.180035627,-2.569157877,-2.429664673,-3.631573825,-3.006375583,-3.545562154,-3.07065973,-2.3911452,-2.308920872,-3.287622918,-2.351456948,-3.283620405,-2.795255285,-2.782912063,-2.123363465,-2.532274482,-3.697450765,-2.611505271,-2.922705254,-2.802409976,-2.654834805,-3.554977914,-3.030275629,-1.892491368,2004
Climate,5/1/2004,-2.213510357,-1.62460545,-2.463141644,-1.981165241,-1.172436963,-2.535593537,-2.796713245,-2.01996721,-1.745338799,-2.277251818,-2.272218209,-2.974198398,-2.741436192,-1.985824168,-1.967862732,-2.766197266,-2.460317466,-1.030566645,-2.536402118,-2.452806742,-2.289496764,-2.052860707,-1.82502842,-3.103432604,-1.562430874,-3.043713914,-2.673995786,-1.186071097,-0.672344173,-2.607700512,0.451923232,-2.919656059,-2.620915266,-2.43699547,0.00522739,-2.560333297,-2.83723367,-1.63229239,-2.704735107,-1.433273959,-2.074013782,-3.116226329,-2.110804265,-1.411718471,2004
Climate,6/1/2004,-2.596249667,-1.745588102,-2.602468344,-1.925595472,-1.230620589,-2.67558809,-3.054654544,-2.236539462,-1.621431363,-2.246770768,-2.141225794,-3.19198926,-3.022585671,-2.374846118,-2.040323789,-3.126060358,-2.559877645,-0.990691881,-2.663314579,-2.82631614,-2.249363214,-1.98432333,-2.084176524,-3.414429011,-1.461666273,-3.123252057,-3.006034096,-1.192449784,-0.688854196,-2.589542883,0.390680705,-3.203408419,-2.655455609,-2.796744574,-0.052083725,-2.665341655,-3.331362832,-1.954372006,-2.939658215,-1.409296673,-1.852648701,-3.493914825,-2.094767198,-1.669052069,2004
Climate,7/1/2004,-2.414795913,-1.912385191,-2.492629711,-2.156255945,-1.230049154,-2.305138971,-2.564145959,-2.298529055,-1.505289626,-2.101050781,-1.877954193,-2.516390216,-2.697844329,-2.263966174,-2.107884669,-2.592611232,-2.124631028,-0.79613367,-2.181297459,-2.597628644,-2.334629357,-1.771387805,-2.023439471,-2.979042626,-1.427649688,-2.617208512,-2.565898992,-1.256517216,-0.788487457,-2.119689844,0.555468413,-2.710743377,-2.355324953,-2.291353859,-0.413852174,-2.423964855,-3.096502318,-1.896467906,-2.548550092,-1.092876211,-1.712491622,-3.031933423,-2.115176881,-1.695427876,2004
Climate,8/1/2004,-1.886546406,-1.289557369,-1.798210577,-1.455831428,1.374759303,-1.714236362,-2.210579677,-1.772414522,1.113907494,-1.379721455,-0.061082663,-2.226240654,-2.255845849,-1.731107237,-1.382044359,-1.966616506,-1.855115595,1.773754141,-1.930774208,-2.087845306,-1.735046881,-1.315225913,-1.461870329,-2.479802014,-0.101844426,-2.070719315,-2.168218704,1.291659573,1.372411173,-1.856393511,1.799799977,-2.351485045,-1.677926481,-1.880255878,1.254716953,-1.787529517,-2.564741202,-1.369762764,-1.890601326,1.853783578,-0.996742312,-2.521120449,-1.511009706,-1.15310546,2004
Climate,9/1/2004,-1.948403138,-1.047574979,-1.729412925,-1.422398559,1.514155103,-1.63414176,-2.186988267,-1.731758424,1.93999583,-1.169040797,1.974588539,-2.060075951,-2.318200386,-1.772033446,-1.250320656,-2.026848976,-1.665161275,2.052625445,-1.708274261,-2.165785935,-1.701807076,-1.12278382,-1.399696407,-2.560897861,0.869185102,-1.897478224,-2.228177507,1.702844317,1.387077498,-1.21208422,1.72356111,-2.34527193,-1.492570308,-1.899320102,1.203895508,-1.75714764,-2.660939755,-1.325109551,-1.869150006,2.250703296,-0.723225766,-2.606763216,-1.048805336,-1.027596572,2004
Climate,10/1/2004,-0.970388865,-0.635088813,1.748097033,2.037663538,1.632090103,0.866330393,-1.29966203,-0.94708158,1.798934516,1.138154218,1.874645327,-1.25360921,-1.535925734,-0.668110373,1.785225619,-0.759706535,-0.879405176,2.023651292,-1.161555268,-1.347540959,2.129924012,0.09718498,-0.382683162,-1.765505896,0.637958578,-0.985922241,-1.414610369,1.645003169,1.530397306,-1.073174541,1.730215042,-1.497067647,-0.208693389,-0.961085556,1.32697846,1.685004837,-1.460459383,0.315099999,0.695444111,2.28596775,1.203409228,-1.813984476,-0.801724368,0.283403231,2004
Climate,11/1/2004,-1.549880042,-1.437361924,1.309701679,1.846759082,1.153363007,0.193790216,-1.820427954,-1.783222985,1.170589141,0.150887769,1.290685381,-1.685911496,-2.124118837,-1.290512934,1.276366271,-0.898541621,-1.518300437,1.512136963,-1.842330803,-1.981668466,2.035536875,-1.277765371,-1.348975338,-2.281878503,-0.312263748,-1.488676137,-1.825303469,1.010454016,1.078680389,-1.728473436,1.23056065,-1.943573125,-1.295602844,-1.366724332,0.875005695,1.392183814,-1.76758844,-0.928093866,0.312527644,1.847071454,-0.780426194,-1.940984846,-1.689261405,-0.924293993,2004
Climate,12/1/2004,-2.114750522,-2.074718717,0.946579152,1.534166141,-0.135442316,-0.31346309,-1.633160384,-2.150520064,-0.696792074,-0.579793392,-0.059113282,-1.53578857,-1.997700075,-1.97440466,0.920099492,-0.609506232,-1.71037809,0.390341858,-1.944333679,-2.109771409,1.828530368,-1.908631985,-2.061963927,-2.164891393,-1.481111589,-1.534975271,-1.555018457,-0.660693234,-0.445323661,-2.021345474,-0.472159596,-1.734499286,-1.610039352,-1.147237845,-1.093240309,1.132748888,-1.92728681,-1.775988481,0.211723377,1.076303175,-1.328868601,-1.575317036,-2.263881733,-1.69600105,2004
Climate,1/1/2005,-2.96303631,-3.125606131,1.295228945,2.275185067,-1.548091292,-0.505080032,-1.296063565,-2.947928237,-1.64095212,-0.990851234,-1.394088021,-1.383023155,-2.22441759,-2.838705197,1.193805475,0.54915752,-2.184537222,-1.575715007,-2.170861758,-2.675859008,2.67589207,-2.65498779,-3.07643849,-2.348296594,-2.601633615,-1.732319474,-1.29767983,-1.842522991,-1.848245184,-2.552814416,-2.015810217,-1.313916576,-1.9838634,-0.451253361,-2.106460616,1.622373683,-2.124281084,-2.810140209,0.749871127,-0.258765866,-1.846506119,-1.281204556,-3.184038248,-2.788850956,2005
Climate,2/1/2005,-3.712068146,-4.073798721,1.144099724,2.319623278,-2.951754108,-0.932359318,-1.806557005,-3.883980927,-2.98922265,-1.41672343,-2.699656051,-1.801481377,-2.733748844,-3.503705215,1.077491107,0.329021421,-2.941448268,-2.771839019,-2.746300248,-3.340040196,2.73179175,-3.409372168,-4.052921684,-2.726039902,-3.501687674,-2.24402577,-1.608786709,-3.29805006,-3.164881616,-3.098434396,-3.248760168,-1.762776358,-2.621977611,-0.884086094,-3.382370883,1.565230331,-2.389189281,-3.591399139,0.578587079,-2.399257821,-2.397151384,-1.395470081,-4.005896419,-3.597506084,2005
Climate,3/1/2005,-4.060820714,-4.303173846,0.76939887,2.317653844,-2.808447708,-1.181770359,-1.811628397,-3.909034301,-2.405839298,-1.450577413,-2.125651167,-1.897447059,-2.556088488,-3.940374242,1.083588344,0.17962652,-3.391308627,-2.867830388,-2.645028,-3.485028883,2.425697748,-3.504946544,-4.09871417,-2.72813288,-3.807120249,-2.814225735,-1.64173185,-2.907585719,-3.166605052,-3.30990587,-3.751759947,-2.02728039,-2.932886745,-1.122187982,-3.747369568,1.301872633,-2.544857906,-3.84404048,-0.001320025,-2.026258415,-2.415601171,-1.482086591,-4.094145369,-3.524139756,2005
Climate,4/1/2005,-4.119429881,-4.184940994,1.929068426,3.023655,-2.75428085,-0.56433258,-1.122243999,-3.741892348,-2.698426127,-1.148793059,-2.611735727,-1.588719441,-1.863026233,-4.012962676,1.728185535,1.623110752,-3.533725699,-2.501740037,-2.323135128,-3.117150687,3.372218754,-3.629636663,-4.354858682,-1.983049072,-3.549829126,-3.444268946,-0.317600921,-3.001450556,-3.09473691,-3.193695803,-3.604268995,-1.449832192,-3.10223473,0.097397297,-3.833916816,2.327960248,-2.110714888,-4.278248689,1.128342036,-2.01975861,-2.451414912,0.210618813,-3.895010722,-3.636045823,2005
Climate,5/1/2005,-2.221404788,-2.713452563,3.270611576,4.179936548,-1.615341317,1.422610426,2.293190887,-2.189664515,-1.948762372,0.455146923,-1.968951296,0.997397763,2.239747088,-1.925687255,2.91870452,3.413194387,-2.908940844,-1.305490742,0.196504371,-0.713907512,4.611504396,-3.207947374,-3.164620984,1.948177527,-2.34048634,-2.333765433,2.760382508,-2.13268963,-1.863978907,-2.139296081,-2.115865173,2.219005484,-2.484602761,2.57435547,-2.678864779,3.759118704,0.999122376,-2.481579973,2.818120808,-1.134880019,-1.40655042,2.82826853,-2.201495079,-2.224563507,2005
Climate,6/1/2005,-1.909590186,-2.143136922,3.948911263,5.170848516,-0.730040673,1.983364772,2.724030277,-0.954444935,-0.482285198,1.628078207,0.488181846,1.884576903,2.902854857,-1.578036268,3.880861563,3.407249888,-1.38620375,0.334545238,1.92841854,0.313293257,5.469435363,-1.958252273,-2.754480807,2.157622307,-1.036804702,-1.273321535,2.55509777,-1.322493206,-1.350574268,0.287983008,-1.778234284,2.105518396,-1.224318288,2.399765551,-2.698474903,4.307152053,0.967230318,-2.077217266,2.992640432,0.553600624,0.627490625,2.616243064,-0.925555368,-1.453737783,2005
Climate,7/1/2005,-2.167324881,-1.808883404,3.034128857,4.220565823,-0.000918399,1.241482709,2.17196739,-0.634224224,1.728820029,1.341387091,2.014971413,1.170911988,2.596617258,-1.805459896,3.225053582,2.424706991,-1.739432878,0.769310687,1.573308031,0.141373217,4.385931078,-1.587499193,-2.718027111,1.596304951,-0.895003938,-1.715812575,1.971882426,-0.510958158,-1.221907417,-0.332927677,-1.928831884,1.549283878,-1.462436899,1.733371091,-3.007687111,3.262647903,0.383745415,-2.223331041,2.102683038,1.468648443,0.796102451,1.906815719,0.472035622,-1.471004101,2005
Climate,8/1/2005,-2.563331366,-2.282114423,2.508019383,3.701329395,-0.668839121,0.646650632,1.419906258,-1.195893636,1.075389756,1.05544645,1.443252813,0.150803813,1.816861614,-2.332183994,2.783645602,1.810096576,-1.831390509,-0.066745307,0.554710403,-0.376934145,3.806156865,-1.310035916,-3.089865152,1.004400391,-1.681959172,-1.823123514,1.419604828,-1.045073325,-1.817635963,-1.140497593,-2.605267995,0.969710678,-1.322173598,1.126873877,-3.55565884,2.727396048,-0.513005501,-2.641971401,1.551913887,0.309161261,1.25641792,1.326717373,-0.332843381,-1.929965182,2005
Climate,9/1/2005,-2.981498041,-2.829873017,1.747979573,2.820909817,-1.232379573,-0.376841225,0.140518572,-1.724469194,0.961448538,0.677398436,1.340857511,-1.187317587,1.050460867,-2.768333334,2.152983234,1.09916536,-2.18106768,-0.747333187,-0.634303171,-1.04159055,2.927833998,-1.375280589,-3.417409724,-0.325484141,-2.31650281,-1.991617322,0.82380187,-1.088654209,-2.246167404,-2.083916586,-2.97361152,-0.682419454,-1.364817836,-0.234363856,-3.84191361,2.057286371,-1.668456824,-2.986557306,0.545232209,0.222646377,1.050858716,0.1405038,-1.254392689,-2.44041506,2005
Climate,10/1/2005,-2.6296016,-2.071901066,1.787489133,2.635761131,-0.312414647,-0.079157465,-0.044920774,-1.426658924,1.48592975,0.992494347,1.896737812,-0.987288404,0.60565297,-2.321895007,2.141064646,1.019241164,-1.594406206,0.069170144,-0.743755479,-1.08240937,2.724910989,-0.440740701,-2.765010171,-1.096906237,-1.720598048,-1.505791324,0.423134102,-0.158689378,-1.342848525,-1.699779932,-2.30726137,-1.014934138,-0.713619471,-0.265604121,-3.02752675,1.978356462,-1.543829633,-2.34618926,0.662590693,1.022953843,1.630946316,-0.371467998,-0.888230467,-1.698636154,2005
Climate,11/1/2005,-2.330781981,-1.364463995,1.263578144,2.075810678,-0.518337017,-0.326835723,-0.212064927,-1.032648547,1.132403311,0.77157576,1.564975775,-0.747347506,0.334480691,-1.926757531,1.734548553,0.303648209,-0.712894839,0.378710918,-0.464594182,-1.07086126,2.075102027,0.502646075,-2.135819524,-1.281211811,-1.064070075,-1.222539042,-1.1835326,-0.328712011,-1.339658796,-0.782502758,-2.074132592,-1.116438736,-0.528566089,-0.989283537,-2.812949202,1.44106004,-1.598787012,-1.78379805,-0.020822966,0.899802888,1.559449995,-0.992222196,-0.417611723,-0.985100958,2005
Climate,12/1/2005,0.573433012,1.427745172,1.925325458,2.426289157,-0.127977135,1.172056957,1.803984826,1.26695372,0.912494953,1.452044752,1.347969142,1.310864381,2.105917136,1.818578526,2.175940519,1.638803155,0.340767416,0.865808013,1.241784968,1.297665176,2.289446372,1.415810962,0.881086199,1.669566968,-0.116866517,0.20392922,1.644112789,-0.191029745,-0.873037078,0.144835605,-1.596900023,1.672205474,0.36926355,1.432413855,-2.193521656,1.922514464,0.949052957,2.095179191,1.524842407,1.084182352,1.785236792,1.382213304,1.496820316,2.285978097,2005
Climate,1/1/2006,1.577614553,2.713593367,2.622320361,2.909247289,1.334021259,1.925581726,2.739680551,2.891139608,2.345879446,2.076743656,2.74094638,2.039133415,3.230971723,1.831291771,2.887852813,2.353910873,1.904806611,1.638626878,2.090562324,2.551156134,2.79529821,2.583255469,2.652501123,2.503073869,0.619334995,1.458615578,2.643417944,1.800327323,0.379191561,0.744627742,-1.075847224,2.78009595,1.729517615,2.381759919,-1.817941898,2.702284553,1.660749098,2.363823023,2.425513659,2.160574563,2.259363846,2.134050855,2.563040963,2.747980963,2006
Climate,2/1/2006,1.383358451,2.126790052,2.259616591,2.700023677,1.287125488,1.644822035,2.092609138,2.534830712,1.948697909,1.928080677,2.282269067,1.585541873,2.636944202,1.495334193,2.619747303,2.073379851,1.730106238,1.289815136,1.549855184,2.231084633,2.492387221,2.320910165,2.324495978,2.144228794,0.263834557,1.376880227,2.281404317,1.660387189,0.265416382,0.364082204,-1.014131594,2.207950684,1.726154124,1.916087157,-1.907027929,2.253740612,1.41704186,1.969375286,1.993465911,1.779168445,2.137977757,2.001572336,1.950025789,2.124830972,2006
Climate,3/1/2006,2.380089706,2.74875825,2.978999898,3.044471747,1.29220228,2.178573516,2.523350233,3.256238166,1.717661705,2.253288063,1.917920396,1.992228168,2.915511037,2.671712131,3.08076872,2.661203176,1.880307806,1.195331706,1.827467991,2.741990814,2.957749915,2.256920702,3.21825856,2.547479005,0.31945237,1.804037324,2.762981141,1.531173666,0.274486273,0.513688624,-0.894867228,2.588229325,2.068538971,2.45568393,-1.757091266,2.919237211,2.125052359,3.002530824,2.732938862,1.700542747,2.197661135,2.527838587,2.451239416,2.969374401,2006
Climate,4/1/2006,3.432490646,3.110088462,3.112974645,2.728131409,1.677385257,2.868907105,3.406738506,3.76270902,1.929603299,2.28479027,2.044565009,2.936527264,3.626591111,4.218201429,2.787122357,3.280676291,2.449419601,1.696228612,2.785547353,3.548241931,2.848938876,2.239702376,3.973335377,3.519190868,1.144225287,2.826999348,3.801405435,1.781783991,1.481403657,1.966319045,0.998491555,3.598115169,2.459182126,3.459528931,-0.521971963,3.13660322,3.047795708,4.237053278,3.267272973,1.958074568,1.974695453,3.430974347,2.941187845,3.645918145,2006
Climate,5/1/2006,3.463030474,2.678686608,2.335672171,1.889834697,1.44906157,2.118763136,2.886335727,3.299862864,1.607925525,1.514603564,1.694491861,2.165561005,3.333841526,3.859584927,1.847656532,2.555421051,1.501065393,1.429729195,1.889171962,3.279963937,1.944640255,1.493986369,4.233026682,2.992878497,0.615036995,2.08534115,3.11771394,1.500428742,1.371521571,0.61927247,1.111018469,2.980380461,2.033136014,2.744424308,-0.254896627,2.355885713,2.471563348,4.212864736,2.53041774,1.599701994,1.149792882,2.721074465,2.171600237,3.712009477,2006
Climate,6/1/2006,2.933276935,2.301363007,1.776525452,0.676400318,2.025764568,1.56362068,2.420478002,2.827941366,2.165074632,-0.090553214,2.172817356,1.794507655,2.688374743,3.224841536,0.65641972,2.191661223,0.079153838,1.75392471,1.120550679,2.747392518,1.022024751,-0.511926532,3.62243425,2.555083755,0.694638432,1.653490301,2.73890749,2.105752462,1.911911229,-0.218634856,1.659287138,2.635851444,1.141512968,2.487161985,0.579175388,1.816948972,1.945941646,3.535910524,2.246667403,2.079539309,-1.374141899,2.344138522,1.604431185,3.067096976,2006
Climate,7/1/2006,2.490906279,1.501918327,0.879219402,-0.927742061,1.827264592,0.830095123,1.790943035,2.065378873,1.927298405,-1.186354352,1.933453355,1.326443047,2.008760259,2.706866376,-1.247384321,1.498286981,-0.872692684,1.30494965,0.041537332,2.199300974,-0.24876951,-1.364522035,2.99183172,2.12321421,-0.207901584,1.150642619,2.267672696,1.826723274,1.665231541,-1.361474275,1.503373739,2.212615334,-0.206940149,2.008219568,0.099123593,0.995982379,1.548257029,2.956990595,1.600240304,1.84366554,-2.080117359,1.872305911,0.147279407,2.418192062,2006
Climate,8/1/2006,1.692327109,0.559039118,0.266759078,-0.758004307,0.8922084,-0.013858685,0.688643318,1.091834844,1.006745221,-1.98079295,1.045405051,-0.377916119,0.812914494,1.83541592,-1.642185809,-0.29735707,-2.121913715,0.074509104,-1.850834373,1.26900917,-0.22345016,-2.254335144,2.178396139,1.300769619,-1.202486133,-0.642527912,1.456515818,0.887889185,0.810010512,-2.338599035,0.536787663,1.357267161,-1.321161109,1.138096269,-0.634310732,0.569637537,-0.081189257,2.15551432,0.932200282,0.783284383,-2.500614903,0.787050537,-1.194663196,1.675528944,2006
